NO,Temp,Time
957,28.69,2016-09-08 12:48:01
958,28.75,2016-09-08 12:48:02
959,28.69,2016-09-08 12:48:03
960,28.69,2016-09-08 12:48:04
961,28.69,2016-09-08 12:48:05
962,28.69,2016-09-08 12:48:06
963,28.69,2016-09-08 12:48:07
964,28.69,2016-09-08 12:48:08
965,28.69,2016-09-08 12:48:09
966,28.63,2016-09-08 12:48:10
967,28.69,2016-09-08 12:48:11
968,28.69,2016-09-08 12:48:12
969,28.63,2016-09-08 12:48:13
970,28.63,2016-09-08 12:48:14
971,28.63,2016-09-08 12:48:15
972,28.63,2016-09-08 12:48:16
973,28.63,2016-09-08 12:48:17
974,28.63,2016-09-08 12:48:18
975,28.63,2016-09-08 12:48:19
976,28.63,2016-09-08 12:48:20
977,28.63,2016-09-08 12:48:21
978,28.63,2016-09-08 12:48:22
979,28.63,2016-09-08 12:48:23
980,28.63,2016-09-08 12:48:24
981,28.63,2016-09-08 12:48:25
982,28.63,2016-09-08 12:48:26
983,28.63,2016-09-08 12:48:27
984,28.63,2016-09-08 12:48:28
985,28.63,2016-09-08 12:48:29
986,28.63,2016-09-08 12:48:30
987,28.63,2016-09-08 12:48:31
988,28.63,2016-09-08 12:48:32
989,28.63,2016-09-08 12:48:33
990,28.63,2016-09-08 12:48:34
991,28.63,2016-09-08 12:48:35
992,28.63,2016-09-08 12:48:36
993,28.63,2016-09-08 12:48:37
994,28.63,2016-09-08 12:48:38
995,28.63,2016-09-08 12:48:39
996,28.63,2016-09-08 12:48:40
997,28.63,2016-09-08 12:48:41
998,28.63,2016-09-08 12:48:42
999,28.63,2016-09-08 12:48:43
1000,28.63,2016-09-08 12:48:44
1001,28.63,2016-09-08 12:48:45
1002,28.63,2016-09-08 12:48:46
1003,28.63,2016-09-08 12:48:47
1004,28.63,2016-09-08 12:48:48
1005,28.63,2016-09-08 12:48:49
1006,28.63,2016-09-08 12:48:50
1007,28.63,2016-09-08 12:48:51
1008,28.63,2016-09-08 12:48:52
1009,28.63,2016-09-08 12:48:53
1010,28.63,2016-09-08 12:48:54
1011,28.63,2016-09-08 12:48:55
1012,28.63,2016-09-08 12:48:56
1013,28.63,2016-09-08 12:48:57
1014,28.69,2016-09-08 12:48:58
1015,28.63,2016-09-08 12:48:59
1016,28.63,2016-09-08 12:49:00
1017,28.63,2016-09-08 12:49:01
1018,28.63,2016-09-08 12:49:02
1019,28.63,2016-09-08 12:49:03
1020,28.63,2016-09-08 12:49:04
1021,28.63,2016-09-08 12:49:05
1022,28.63,2016-09-08 12:49:06
1023,28.63,2016-09-08 12:49:07
1024,28.63,2016-09-08 12:49:08
1025,28.63,2016-09-08 12:49:09
1026,28.69,2016-09-08 12:49:10
1027,28.63,2016-09-08 12:49:11
1028,28.63,2016-09-08 12:49:12
1029,28.63,2016-09-08 12:49:13
1030,28.63,2016-09-08 12:49:14
1031,28.63,2016-09-08 12:49:15
1032,28.63,2016-09-08 12:49:16
1033,28.63,2016-09-08 12:49:17
1034,28.63,2016-09-08 12:49:18
1035,28.63,2016-09-08 12:49:19
1036,28.63,2016-09-08 12:49:20
1037,28.63,2016-09-08 12:49:21
1038,28.63,2016-09-08 12:49:22
1039,28.63,2016-09-08 12:49:23
1040,28.63,2016-09-08 12:49:24
1041,28.63,2016-09-08 12:49:25
1042,28.63,2016-09-08 12:49:26
1043,28.63,2016-09-08 12:49:27
1044,28.63,2016-09-08 12:49:28
1045,28.63,2016-09-08 12:49:29
1046,28.63,2016-09-08 12:49:30
1047,28.63,2016-09-08 12:49:31
1048,28.69,2016-09-08 12:49:32
1049,28.63,2016-09-08 12:49:33
1050,28.63,2016-09-08 12:49:34
1051,28.63,2016-09-08 12:49:35
1052,28.69,2016-09-08 12:49:36
1053,28.63,2016-09-08 12:49:37
1054,28.63,2016-09-08 12:49:38
1055,28.63,2016-09-08 12:49:39
1056,28.63,2016-09-08 12:49:40
1057,28.63,2016-09-08 12:49:41
1058,28.63,2016-09-08 12:49:42
1059,28.63,2016-09-08 12:49:43
1060,28.63,2016-09-08 12:49:44
1061,28.63,2016-09-08 12:49:45
1062,28.63,2016-09-08 12:49:46
1063,28.75,2016-09-08 12:49:47
1064,28.63,2016-09-08 12:49:48
1065,28.63,2016-09-08 12:49:49
1066,28.63,2016-09-08 12:49:50
1067,28.69,2016-09-08 12:49:51
1068,28.63,2016-09-08 12:49:52
1069,28.63,2016-09-08 12:49:53
1070,28.63,2016-09-08 12:49:54
1071,28.63,2016-09-08 12:49:55
1072,28.63,2016-09-08 12:49:56
1073,28.56,2016-09-08 12:49:57
1074,28.63,2016-09-08 12:49:58
1075,28.63,2016-09-08 12:49:59
1076,28.63,2016-09-08 12:50:00
1077,28.63,2016-09-08 12:50:01
1078,28.56,2016-09-08 12:50:02
1079,28.63,2016-09-08 12:50:03
1080,28.56,2016-09-08 12:50:04
1081,28.56,2016-09-08 12:50:05
1082,28.63,2016-09-08 12:50:06
1083,28.63,2016-09-08 12:50:07
1084,28.56,2016-09-08 12:50:08
1085,28.63,2016-09-08 12:50:09
1086,28.63,2016-09-08 12:50:10
1087,28.56,2016-09-08 12:50:11
1088,28.56,2016-09-08 12:50:12
1089,28.56,2016-09-08 12:50:13
1090,28.56,2016-09-08 12:50:14
1091,28.56,2016-09-08 12:50:15
1092,28.56,2016-09-08 12:50:16
1093,28.56,2016-09-08 12:50:17
1094,28.56,2016-09-08 12:50:18
1095,28.56,2016-09-08 12:50:19
1096,28.63,2016-09-08 12:50:20
1097,28.56,2016-09-08 12:50:21
1098,28.56,2016-09-08 12:50:22
1099,28.56,2016-09-08 12:50:23
1100,28.63,2016-09-08 12:50:24
1101,28.56,2016-09-08 12:50:25
1102,28.63,2016-09-08 12:50:26
1103,28.63,2016-09-08 12:50:27
1104,28.56,2016-09-08 12:50:28
1105,28.56,2016-09-08 12:50:29
1106,28.56,2016-09-08 12:50:30
1107,28.56,2016-09-08 12:50:31
1108,28.56,2016-09-08 12:50:32
1109,28.56,2016-09-08 12:50:33
1110,28.56,2016-09-08 12:50:34
1111,28.56,2016-09-08 12:50:35
1112,28.56,2016-09-08 12:50:36
1113,28.56,2016-09-08 12:50:37
1114,28.56,2016-09-08 12:50:38
1115,28.56,2016-09-08 12:50:39
1116,28.63,2016-09-08 12:50:40
1117,28.56,2016-09-08 12:50:41
1118,28.56,2016-09-08 12:50:42
1119,28.56,2016-09-08 12:50:43
1120,28.56,2016-09-08 12:50:44
1121,28.56,2016-09-08 12:50:45
1122,28.56,2016-09-08 12:50:46
1123,28.56,2016-09-08 12:50:47
1124,28.56,2016-09-08 12:50:48
1125,28.56,2016-09-08 12:50:49
1126,28.56,2016-09-08 12:50:50
1127,28.56,2016-09-08 12:50:51
1128,28.50,2016-09-08 12:50:52
1129,28.56,2016-09-08 12:50:53
1130,28.56,2016-09-08 12:50:54
1131,28.56,2016-09-08 12:50:55
1132,28.56,2016-09-08 12:50:56
1133,28.56,2016-09-08 12:50:57
1134,28.56,2016-09-08 12:50:58
1135,28.56,2016-09-08 12:50:59
1136,28.50,2016-09-08 12:51:00
1137,28.56,2016-09-08 12:51:01
1138,28.56,2016-09-08 12:51:02
1139,28.56,2016-09-08 12:51:03
1140,28.56,2016-09-08 12:51:04
1141,28.50,2016-09-08 12:51:05
1142,28.56,2016-09-08 12:51:06
1143,28.56,2016-09-08 12:51:07
1144,28.56,2016-09-08 12:51:08
1145,28.56,2016-09-08 12:51:09
1146,28.50,2016-09-08 12:51:10
1147,28.56,2016-09-08 12:51:11
1148,28.50,2016-09-08 12:51:12
1149,28.56,2016-09-08 12:51:13
1150,28.50,2016-09-08 12:51:14
1151,28.50,2016-09-08 12:51:15
1152,28.50,2016-09-08 12:51:16
1153,28.50,2016-09-08 12:51:17
1154,28.56,2016-09-08 12:51:18
1155,28.56,2016-09-08 12:51:19
1156,28.56,2016-09-08 12:51:20
1157,28.56,2016-09-08 12:51:21
1158,28.50,2016-09-08 12:51:22
1159,28.50,2016-09-08 12:51:23
1160,28.50,2016-09-08 12:51:24
1161,28.50,2016-09-08 12:51:25
1162,28.56,2016-09-08 12:51:26
1163,28.50,2016-09-08 12:51:27
1164,28.50,2016-09-08 12:51:28
1165,28.56,2016-09-08 12:51:29
1166,28.50,2016-09-08 12:51:30
1167,28.50,2016-09-08 12:51:31
1168,28.56,2016-09-08 12:51:32
1169,28.50,2016-09-08 12:51:33
1170,28.56,2016-09-08 12:51:34
1171,28.56,2016-09-08 12:51:35
1172,28.50,2016-09-08 12:51:36
1173,28.56,2016-09-08 12:51:37
1174,28.50,2016-09-08 12:51:38
1175,28.50,2016-09-08 12:51:39
1176,28.50,2016-09-08 12:51:40
1177,28.56,2016-09-08 12:51:41
1178,28.50,2016-09-08 12:51:42
1179,28.50,2016-09-08 12:51:43
1180,28.50,2016-09-08 12:51:44
1181,28.50,2016-09-08 12:51:45
1182,28.50,2016-09-08 12:51:46
1183,28.50,2016-09-08 12:51:47
1184,28.56,2016-09-08 12:51:48
1185,28.50,2016-09-08 12:51:49
1186,28.50,2016-09-08 12:51:50
1187,28.50,2016-09-08 12:51:51
1188,28.56,2016-09-08 12:51:52
1189,28.56,2016-09-08 12:51:53
1190,28.50,2016-09-08 12:51:54
1191,28.50,2016-09-08 12:51:55
1192,28.50,2016-09-08 12:51:56
1193,28.56,2016-09-08 12:51:57
1194,28.50,2016-09-08 12:51:58
1195,28.50,2016-09-08 12:51:59
1196,28.56,2016-09-08 12:52:00
1197,28.50,2016-09-08 12:52:01
1198,28.50,2016-09-08 12:52:02
1199,28.50,2016-09-08 12:52:03
1200,28.50,2016-09-08 12:52:04
1201,28.50,2016-09-08 12:52:05
1202,28.50,2016-09-08 12:52:06
1203,28.50,2016-09-08 12:52:07
1204,28.50,2016-09-08 12:52:08
1205,28.50,2016-09-08 12:52:09
1206,28.50,2016-09-08 12:52:10
1207,28.50,2016-09-08 12:52:11
1208,28.50,2016-09-08 12:52:12
1209,28.50,2016-09-08 12:52:13
1210,28.50,2016-09-08 12:52:14
1211,28.50,2016-09-08 12:52:15
1212,28.50,2016-09-08 12:52:16
1213,28.50,2016-09-08 12:52:17
1214,28.50,2016-09-08 12:52:18
1215,28.50,2016-09-08 12:52:19
1216,28.50,2016-09-08 12:52:20
1217,28.50,2016-09-08 12:52:21
1218,28.50,2016-09-08 12:52:22
1219,28.50,2016-09-08 12:52:23
1220,28.50,2016-09-08 12:52:24
1221,28.50,2016-09-08 12:52:25
1222,28.50,2016-09-08 12:52:26
1223,28.50,2016-09-08 12:52:27
1224,28.50,2016-09-08 12:52:28
1225,28.50,2016-09-08 12:52:29
1226,28.44,2016-09-08 12:52:30
1227,28.50,2016-09-08 12:52:31
1228,28.50,2016-09-08 12:52:32
1229,28.44,2016-09-08 12:52:33
1230,28.50,2016-09-08 12:52:34
1231,28.50,2016-09-08 12:52:35
1232,28.56,2016-09-08 12:52:36
1233,28.50,2016-09-08 12:52:37
1234,28.44,2016-09-08 12:52:38
1235,28.50,2016-09-08 12:52:39
1236,28.44,2016-09-08 12:52:40
1237,28.44,2016-09-08 12:52:41
1238,28.44,2016-09-08 12:52:42
1239,28.50,2016-09-08 12:52:43
1240,28.50,2016-09-08 12:52:44
1241,28.50,2016-09-08 12:52:45
1242,28.50,2016-09-08 12:52:46
1243,28.44,2016-09-08 12:52:47
1244,28.50,2016-09-08 12:52:48
1245,28.50,2016-09-08 12:52:49
1246,28.50,2016-09-08 12:52:50
1247,28.44,2016-09-08 12:52:51
1248,28.44,2016-09-08 12:52:52
1249,28.44,2016-09-08 12:52:53
1250,28.50,2016-09-08 12:52:54
1251,28.50,2016-09-08 12:52:55
1252,28.44,2016-09-08 12:52:56
1253,28.44,2016-09-08 12:52:57
1254,28.44,2016-09-08 12:52:58
1255,28.44,2016-09-08 12:52:59
1256,28.44,2016-09-08 12:53:00
1257,28.44,2016-09-08 12:53:01
1258,28.44,2016-09-08 12:53:02
1259,28.44,2016-09-08 12:53:03
1260,28.50,2016-09-08 12:53:04
1261,28.44,2016-09-08 12:53:05
1262,28.44,2016-09-08 12:53:06
1263,28.44,2016-09-08 12:53:07
1264,28.44,2016-09-08 12:53:08
1265,28.44,2016-09-08 12:53:09
1266,28.44,2016-09-08 12:53:10
1267,28.44,2016-09-08 12:53:11
1268,28.44,2016-09-08 12:53:12
1269,28.44,2016-09-08 12:53:13
1270,28.44,2016-09-08 12:53:14
1271,28.44,2016-09-08 12:53:15
1272,28.38,2016-09-08 12:53:16
1273,28.44,2016-09-08 12:53:17
1274,28.38,2016-09-08 12:53:18
1275,28.38,2016-09-08 12:53:19
1276,28.44,2016-09-08 12:53:20
1277,28.44,2016-09-08 12:53:21
1278,28.38,2016-09-08 12:53:22
1279,28.38,2016-09-08 12:53:23
1280,28.38,2016-09-08 12:53:24
1281,28.38,2016-09-08 12:53:25
1282,28.38,2016-09-08 12:53:26
1283,28.38,2016-09-08 12:53:27
1284,28.38,2016-09-08 12:53:28
1285,28.38,2016-09-08 12:53:29
1286,28.38,2016-09-08 12:53:30
1287,28.38,2016-09-08 12:53:31
1288,28.38,2016-09-08 12:53:32
1289,28.38,2016-09-08 12:53:33
1290,28.38,2016-09-08 12:53:34
1291,28.38,2016-09-08 12:53:35
1292,28.38,2016-09-08 12:53:36
1293,28.38,2016-09-08 12:53:37
1294,28.38,2016-09-08 12:53:38
1295,28.38,2016-09-08 12:53:39
1296,28.38,2016-09-08 12:53:40
1297,28.38,2016-09-08 12:53:41
1298,28.38,2016-09-08 12:53:42
1299,28.38,2016-09-08 12:53:43
1300,28.38,2016-09-08 12:53:44
1301,28.38,2016-09-08 12:53:45
1302,28.38,2016-09-08 12:53:46
1303,28.38,2016-09-08 12:53:47
1304,28.38,2016-09-08 12:53:48
1305,28.38,2016-09-08 12:53:49
1306,28.38,2016-09-08 12:53:50
1307,28.38,2016-09-08 12:53:51
1308,28.38,2016-09-08 12:53:52
1309,28.44,2016-09-08 12:53:53
1310,28.38,2016-09-08 12:53:54
1311,28.38,2016-09-08 12:53:55
1312,28.38,2016-09-08 12:53:56
1313,28.38,2016-09-08 12:53:57
1314,28.44,2016-09-08 12:53:58
1315,28.38,2016-09-08 12:53:59
1316,28.38,2016-09-08 12:54:00
1317,28.38,2016-09-08 12:54:01
1318,28.38,2016-09-08 12:54:02
1319,28.38,2016-09-08 12:54:03
1320,28.38,2016-09-08 12:54:04
1321,28.38,2016-09-08 12:54:05
1322,28.38,2016-09-08 12:54:06
1323,28.38,2016-09-08 12:54:07
1324,28.38,2016-09-08 12:54:08
1325,28.38,2016-09-08 12:54:09
1326,28.38,2016-09-08 12:54:10
1327,28.38,2016-09-08 12:54:11
1328,28.38,2016-09-08 12:54:12
1329,28.31,2016-09-08 12:54:13
1330,28.38,2016-09-08 12:54:14
1331,28.38,2016-09-08 12:54:15
1332,28.38,2016-09-08 12:54:16
1333,28.38,2016-09-08 12:54:17
1334,28.38,2016-09-08 12:54:18
1335,28.38,2016-09-08 12:54:19
1336,28.31,2016-09-08 12:54:20
1337,28.38,2016-09-08 12:54:21
1338,28.38,2016-09-08 12:54:22
1339,28.38,2016-09-08 12:54:23
1340,28.38,2016-09-08 12:54:24
1341,28.38,2016-09-08 12:54:25
1342,28.38,2016-09-08 12:54:26
1343,28.38,2016-09-08 12:54:27
1344,28.31,2016-09-08 12:54:28
1345,28.38,2016-09-08 12:54:29
1346,28.38,2016-09-08 12:54:30
1347,28.38,2016-09-08 12:54:31
1348,28.38,2016-09-08 12:54:32
1349,28.31,2016-09-08 12:54:33
1350,28.38,2016-09-08 12:54:34
1351,28.38,2016-09-08 12:54:35
1352,28.38,2016-09-08 12:54:36
1353,28.38,2016-09-08 12:54:37
1354,28.38,2016-09-08 12:54:38
1355,28.38,2016-09-08 12:54:39
1356,28.38,2016-09-08 12:54:40
1357,28.38,2016-09-08 12:54:41
1358,28.44,2016-09-08 12:54:42
1359,28.44,2016-09-08 12:54:43
1360,28.44,2016-09-08 12:54:44
1361,28.50,2016-09-08 12:54:45
1362,28.50,2016-09-08 12:54:46
1363,28.50,2016-09-08 12:54:47
1364,28.50,2016-09-08 12:54:48
1365,28.56,2016-09-08 12:54:49
1366,28.56,2016-09-08 12:54:50
1367,28.63,2016-09-08 12:54:51
1368,28.69,2016-09-08 12:54:52
1369,28.63,2016-09-08 12:54:53
1370,28.63,2016-09-08 12:54:54
1371,28.63,2016-09-08 12:54:55
1372,28.63,2016-09-08 12:54:56
1373,28.63,2016-09-08 12:54:57
1374,28.63,2016-09-08 12:54:58
1375,28.69,2016-09-08 12:54:59
1376,28.63,2016-09-08 12:55:00
1377,28.63,2016-09-08 12:55:01
1378,28.63,2016-09-08 12:55:02
1379,28.63,2016-09-08 12:55:03
1380,28.63,2016-09-08 12:55:04
1381,28.63,2016-09-08 12:55:05
1382,28.63,2016-09-08 12:55:06
1383,28.63,2016-09-08 12:55:07
1384,28.63,2016-09-08 12:55:08
1385,28.63,2016-09-08 12:55:09
1386,28.63,2016-09-08 12:55:10
1387,28.63,2016-09-08 12:55:11
1388,28.63,2016-09-08 12:55:12
1389,28.63,2016-09-08 12:55:13
1390,28.63,2016-09-08 12:55:14
1391,28.63,2016-09-08 12:55:15
1392,28.63,2016-09-08 12:55:16
1393,28.63,2016-09-08 12:55:17
1394,28.63,2016-09-08 12:55:18
1395,28.69,2016-09-08 12:55:19
1396,28.63,2016-09-08 12:55:20
1397,28.63,2016-09-08 12:55:21
1398,28.63,2016-09-08 12:55:22
1399,28.69,2016-09-08 12:55:23
1400,28.81,2016-09-08 12:55:24
1401,28.88,2016-09-08 12:55:25
1402,28.94,2016-09-08 12:55:26
1403,28.94,2016-09-08 12:55:27
1404,29.00,2016-09-08 12:55:28
1405,29.00,2016-09-08 12:55:29
1406,29.00,2016-09-08 12:55:30
1407,29.06,2016-09-08 12:55:31
1408,29.06,2016-09-08 12:55:32
1409,29.06,2016-09-08 12:55:33
1410,29.06,2016-09-08 12:55:34
1411,29.06,2016-09-08 12:55:35
1412,29.13,2016-09-08 12:55:36
1413,29.13,2016-09-08 12:55:37
1414,29.00,2016-09-08 12:55:38
1415,29.00,2016-09-08 12:55:39
1416,29.00,2016-09-08 12:55:40
1417,29.00,2016-09-08 12:55:41
1418,29.00,2016-09-08 12:55:42
1419,29.00,2016-09-08 12:55:43
